2021-08-23 16:26:56,345 INFO         [functions.py:558] Update mode variable is set to False


2021-08-23 16:26:57,614 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_1', 'name': 'test_entity_name_Gabriel_1', 'description': 'test_entity_comment_Gabriel_1', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:26:58,439 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_2', 'name': 'test_entity_name_Gabriel_2', 'description': 'test_entity_comment_Gabriel_2', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:00,122 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_3', 'name': 'test_entity_name_Gabriel_3', 'description': 'test_entity_comment_Gabriel_3', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:00,935 INFO         [functions.py:882] Object created: {'uri': 'test:set/variables#variable.entity.test_entity_name_gabriel_4', 'name': 'test_entity_name_Gabriel_4', 'description': 'test_entity_comment_Gabriel_4', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:01,214 INFO         [functions.py:810] The object {'name': None, 'uri': 'test:set/test_entity_uri_Gabriel_5', 'description': 'test_entity_comment_Gabriel_5'} couldn't be created as no name was given and couldn't be found as no object with that uri exist

2021-08-23 16:27:02,005 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_6', 'name': 'test_entity_name_Gabriel_6', 'description': None, 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:02,785 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_7', 'name': 'test_entity_name_Gabriel_7', 'description': 'test_entity_comment_Gabriel_7', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:03,563 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_8', 'name': 'test_entity_name_Gabriel_8', 'description': 'test_entity_comment_Gabriel_8', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:04,381 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_9', 'name': 'test_entity_name_Gabriel_9', 'description': 'test_entity_comment_Gabriel_9', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:05,184 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_10', 'name': 'test_entity_name_Gabriel_10', 'description': 'test_entity_comment_Gabriel_10', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

2021-08-23 16:27:05,959 INFO         [functions.py:882] Object created: {'uri': 'test:set/test_entity_uri_Gabriel_11', 'name': 'test_entity_name_Gabriel_11', 'description': 'test_entity_comment_Gabriel_11', 'exact_match': [], 'close_match': [], 'broad_match': [], 'narrow_match': []}

